document_id,project_id,project_name,publish_date,outlet,stance_code,frame_code,reasoning,coder,model_name
JKPOST0020190404ef450000i,P187,Morowali stainless-steel smelter (Tsingshan),2019-04-09,Tempo,Supportive,F1,"Magazine essay contrasts the modern, efficient Tsingshan-backed Morowali smelter with struggling state-owned Krakatau Steel to argue for more competitive, integrated steel industry development.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMGEN0020190410ef4900008,P018,Belt and Road Initiative (BRI),2019-04-19,Tempo,Neutral,F5,"Reuters piece relays Western accusations that BRI is a geopolitical tool causing debt crises alongside Wang Yi’s denial and defence, presenting both criticism and rebuttal without endorsing either.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020190419ef4j0008f,P021,Belt and Road Summit / BRI,2019-04-25,Tempo,Neutral,F5,Short report on Jusuf Kalla’s visit to the Belt and Road Summit and meetings with Chinese leaders and CEOs lists his agenda and investment discussions without evaluating BRI itself.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020190425ef4p000b8,P019,Belt and Road Initiative (BRI) / Kuala Tanjung port,2019-04-26,The Jakarta Post,Neutral,F5,"Article outlines Indonesia’s plan at the BRI forum to stress alignment with national development and environmental protection while proposing projects like Kuala Tanjung, balancing opportunity and caution.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020190425ef4q00008,P005,"BRI coal power projects (Tanah Kuning, Kalselteng 3/4, Celukan Bawang 2)",2019-04-26,The Jakarta Post,Opposed,F4,"Experts urge Indonesia to use BRI funds for large-scale renewables instead of coal plants and warn against becoming a “dirty energy” market, emphasizing environmental damage from coal-based investment.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020190425ef4q0000k,P142,Kuala Tanjung Port special economic zone,2019-04-26,Tempo,Supportive,F1,"Luhut describes an Indonesia–China deal to develop Kuala Tanjung and other BRI corridors as leveraging China’s network to improve port performance, create jobs and reduce poverty.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020190426ef4q000ba,P018,Belt and Road Initiative (BRI),2019-04-27,The Jakarta Post,Opposed,F2,Economists warn that BRI financing can create a debt trap and extend China’s political influence and call for transparency and careful project selection to avoid unsustainable borrowing.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020190426ef4r00003,P029,General,2019-04-29,Tempo,Neutral,F5,"Short report notes that at the Belt and Road Forum Jusuf Kalla used the platform to protest discriminatory CPO treatment, focusing on diplomatic messaging rather than judging Chinese investment itself.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020190429ef4t0002w,P018,Belt and Road Initiative (BRI),2019-04-29,Tempo,Opposed,F2,"Walhi warns that China’s OBOR/BRI projects could create a new debt trap for Indonesia, stressing loan risks and fiscal vulnerability over potential benefits.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020190429ef4t000dx,P123,Jakarta–Bandung high-speed railway,2019-05-04,The Jakarta Post,Supportive,F1,"Argues that the Jakarta–Bandung high-speed rail and surrounding TOD can become an economic hub, emphasizing connectivity, investment and new growth poles.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020190503ef540000l,P029,General,2019-05-22,The Jakarta Post,Neutral,F1,"Analyzes Indonesia–China maritime connectivity, criticizing policy misalignment but mainly proposing ways to use Chinese investment for needed port and shipping projects.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020190521ef5m00001,P018,Belt and Road Initiative (BRI),2019-06-10,The Jakarta Post,Supportive,F2,"Acknowledges debt-trap and sovereignty fears but argues that Indonesia’s democracy and public scrutiny let it manage BRI projects like the HSR prudently, defending engagement with China.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020190610ef6a0000x,P029,General,2019-06-22,The Jakarta Post,Neutral,F5,"Discusses Indonesia’s Indo-Pacific Outlook as a response to US–China rivalry and BRI, urging more diplomatic activism without clearly praising or condemning Chinese initiatives.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020190621ef6m0000g,P029,General,2019-06-24,The Jakarta Post,Neutral,F5,"Reports ASEAN’s adoption of an Indo-Pacific outlook that seeks ASEAN centrality amid US–China competition, treating China as one of several great powers in a balanced way.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020190623ef6o0000e,P029,General,2019-07-11,The Jakarta Post,Supportive,F1,"Highlights AIIB’s readiness to finance Indonesian ports, roads and other infrastructure and notes Indonesia as a major recipient, framing this capital as helpful for Jokowi’s agenda.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020190710ef7b00009,P207,Semarang–Demak toll road & satellite project,2019-07-15,The Jakarta Post,Supportive,F1,"Describes AIIB loans for the Semarang–Demak toll road and a multifunction satellite as supporting PPP schemes, better logistics and telecoms, with no major caveats.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020190714ef7f0000d,P023,CFLD Lavon Swancity & Karawang New Industry,2019-07-23,Tempo,Supportive,F1,Quotes Luhut welcoming China Fortune Land Development’s large investments in residential and industrial estates as proof that eased licensing is attracting serious capital.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020190723ef7n000b6,P029,General,2019-07-30,The Jakarta Post,Neutral,F5,"Reflects on shifting global power and contrasting Eastern and Western worldviews, using China mainly as an example in a broader geopolitical narrative without taking a side on its investment.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020190729ef7u00007,P018,Belt and Road Initiative (BRI),2019-07-30,The Jakarta Post,Supportive,F5,"Chinese envoy’s op-ed lauds ASEAN–China ties, BRI corridors and joint exercises as deepening strategic partnership and regional stability, with repeatedly positive language.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020190729ef7u0000g,P018,Belt and Road Initiative (BRI),2019-07-30,The Jakarta Post,Neutral,F2,"Sets out debt-trap and overdependence risks from BRI but focuses on how Indonesia can mitigate them through equity-based deals, multipolarity and multilateral participation.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020190729ef7u0000f,P169,Morowali Industrial Park (IMIP),2019-08-14,The Jakarta Post,Neutral,F1,Examines Java-centric manufacturing and cites Morowali as a successful off-Java industrial zone while neutrally noting that some foreign workers are needed for high-tech operations.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020190813ef8e00003,P197,PLN East Java & Bali Power Distribution Project (AIIB),2019-09-02,The Jakarta Post,Supportive,F1,"Presents AIIB’s US$500 million loan to PLN as strengthening the grid, reducing blackout risk and supporting industry and households.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020190901ef920000l,P029,General,2019-09-02,Tempo,Neutral,F1,"Reports Indonesia’s current AIIB debt stock and the bank’s desire to expand lending, treating the borrowing as routine infrastructure finance without value-laden language.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020190902ef920000h,P018,Belt and Road Initiative (BRI),2019-09-20,Tempo,Supportive,F1,"Notes Jokowi asking China to buy more Indonesian CPO and deepen BRI-centered infrastructure cooperation to reduce the trade deficit, clearly presenting engagement as economically desirable.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020190920ef9k0000v,P018,Belt and Road Initiative (BRI),2019-09-21,The Jakarta Post,Supportive,F1,"Celebrates progress in RI–China ties, rising trade and FDI and plans to synergize the Global Maritime Fulcrum with BRI, emphasizing investment and connectivity gains.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020190929efa30000g,P123,Jakarta–Bandung high-speed railway,2019-10-02,Tempo,Neutral,F1,"Briefly explains planned ticket prices, travel-time reductions and construction progress for the Jakarta–Bandung fast train in a descriptive tone.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020191105efaf0003l,P166,Morowali EV battery materials project (QMB),2019-11-04,Tempo,Supportive,F1,"Details how the Morowali QMB joint venture will supply nickel–cobalt compounds for EV batteries and how Pertamina/Inalum seek to partner with Toyota, framing this as future-oriented industrial upgrading.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020191119efbj0005p,P176,Morowali lithium battery project,2019-11-21,Tempo,Supportive,F1,"Luhut outlines four conditions for FDI and cites a lithium-battery project in Morowali as an example of high-tech, value-adding investment that Indonesia seeks to attract.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020200226eg2r0000i,P111,Jakarta-Bandung HSR,2020-03-02,Tempo,Opposed,F4,Reports that the government is reviewing and temporarily halting the Jakarta-Bandung high-speed rail after construction works caused flooding and other environmental problems.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020200302eg320000e,P111,Jakarta-Bandung HSR,2020-03-03,Tempo,Opposed,F4,"Describes how KCIC construction blocked drainage and caused toll-road flooding, prompting the BUMN minister to demand environmental fixes and a project evaluation.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020200303eg3300034,P111,Jakarta-Bandung HSR,2020-03-03,Tempo,Neutral,F4,Provides a factual update on reassessing completion deadlines and safety following the temporary suspension of the Jakarta-Bandung high-speed rail project.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020200303eg3300035,P111,Jakarta-Bandung HSR,2020-03-03,Tempo,Opposed,F2,Editorial criticises the Jakarta-Bandung high-speed rail as an over-ambitious project that saddles SOEs with large China Development Bank debts and creates environmental and economic risks.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020200303eg330005v,P111,Jakarta-Bandung HSR,2020-03-04,Tempo,Neutral,F4,Explains the additional costs KCIC must bear due to the suspension and required improvements to drainage and construction safety around the Jakarta-Bandung high-speed rail.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020200304eg3400036,P029,General,2020-03-06,Tempo,Opposed,F4,"Warns that many cities’ plans for costly LRT/MRT systems exceed their fiscal capacity and urges leaders to abandon these projects in favor of cheaper, better governed BRT systems.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020200307eg360000g,P195,Obi & Morowali nickel projects,2020-03-09,The Jakarta Post,Opposed,F4,Highlights environmental activists’ opposition to deep sea tailings disposal by nickel and cobalt miners in Obi and Morowali because of pollution risks to marine ecosystems and local fisherfolk.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020200308eg390000g,P029,General,2020-03-10,Tempo,Neutral,F1,"Interview with the BI governor on COVID-19’s economic impact, including lost Chinese tourism and trade, and the policy steps taken to stabilize markets and growth.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMGEN0020200415eg3a000d1,P029,General,2020-03-19,Tempo,Opposed,F5,Argues that China’s handling of COVID-19 exposes weaknesses in its authoritarian political system compared with democracies and will damage the Chinese leadership’s global reputation.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020200319eg3j0003c,P029,General,2020-03-21,The Jakarta Post,Neutral,F1,Analyzes Indonesia’s economic losses from fewer Chinese tourists and delayed Chinese investment while weighing broader economic and public health trade offs of lockdown policies.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020200320eg3l00007,P029,General,2020-03-24,Tempo,Supportive,F1,"BKPM chief projects higher investment and emphasizes that stronger investment, domestic and foreign, is key to sustaining Indonesia’s economic growth despite the pandemic.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020200324eg3o0005l,P029,General,2020-03-26,The Jakarta Post,Neutral,F1,Describes BKPM’s new investment command center and notes both the recent surge and the expected short term decline in Chinese FDI in a mainly descriptive way.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020200325eg3q0000k,P029,General,2020-03-27,The Jakarta Post,Neutral,F1,Article on Jokowi’s reliance on generals mentions procuring medical and safety equipment from China as a pragmatic measure during the pandemic without clear praise or criticism of China.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020200326eg3r00007,P029,General,2020-03-27,Tempo,Supportive,F1,"Reports Chinese investors donating large quantities of COVID-19 medical kits to Indonesia, framed as timely assistance to meet urgent health needs.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020200327eg3r000b8,P194,North Natuna Sea,2020-04-04,The Jakarta Post,Opposed,F5,Legal commentary rejects China’s nine dash line and claimed traditional fishing rights in the North Natuna Sea as incompatible with UNCLOS and Indonesia’s sovereign rights.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020200403eg440000d,P029,General,2020-04-14,The Jakarta Post,Supportive,F5,"Chinese ambassador’s op-ed celebrates 70 years of China–Indonesia relations, praises Belt and Road cooperation including the Jakarta-Bandung high-speed rail, and calls for deeper strategic partnership.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020200413eg4e00003,P029,General,2020-04-14,Tempo,Neutral,F1,"Explains global and Indonesian economic impacts of COVID-19 using China and South Korea as examples, focusing on macroeconomic adjustment and recovery rather than judging China’s behavior.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020200414eg4e000v4,P002,AIIB COVID-19 loan,2020-05-10,The Jakarta Post,Supportive,F1,"Details AIIB’s planned loan packages, as a China backed multilateral, to help finance Indonesia’s COVID-19 response alongside other international financial institutions.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020200510eg5a0004w,P004,BRI COVID-19 medical aid,2020-05-18,The Jakarta Post,Supportive,F5,Describes Belt and Road linked institutions and PLA aircraft delivering large quantities of medical supplies to Indonesia as part of continuing Chinese assistance during the pandemic.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020200517eg5i0000i,P029,General,2020-05-30,The Jakarta Post,Opposed,F5,"Commentary criticises Indonesia’s growing reliance on China for COVID-19 assistance and reluctance to confront Beijing on issues like the South China Sea and Uighurs, and urges a recalibrated strategic stance.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020200609eg680008j,P139,Konawe & Morowali nickel smelters,2020-06-09,The Jakarta Post,Neutral,F3,"Reports local backlash against 500 incoming Chinese workers at Konawe and Morowali nickel smelters but also official assurances that they create jobs, highlighting labor and community tensions.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020200609eg6900003,P029,General,2020-06-15,The Jakarta Post,Opposed,F5,"Argues that China's assertive actions in Hong Kong and beyond are driving a new Cold War with the US, portraying China's rise as a destabilizing geopolitical force.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020200615eg6f0000c,P029,General,2020-06-30,Tempo,Opposed,F1,"Criticizes China's state dominated, debt laden growth model and lack of reforms, stressing macroeconomic risks rather than benefits.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020200630eg6u0003m,P012,Batang Industrial Park,2020-07-05,The Jakarta Post,Neutral,F1,Analyzes plans to attract factories relocating from China to the Batang industrial estate while warning that without strong coordination the big promises may not materialize.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020200706eg750005w,P010,Batam KEK (Nongsa Digital Park & Batam Aero Technic),2020-07-12,Tempo,Supportive,F1,"Celebrates the designation of Nongsa Digital Park and Batam Aero Technic as special economic zones expected to bring large investment, technology transfer, and tens of thousands of jobs.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020200713eg7c00035,P029,General,2020-07-22,Tempo,Neutral,F1,"Describes how COVID 19 and bureaucratic obstacles have depressed investment, while some plants relocate from China, treating foreign capital mainly as an economic challenge and opportunity.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020200723eg7m00038,P029,General,2020-08-03,The Jakarta Post,Neutral,F5,"Discusses Indonesia's role on the UN Security Council amid growing US China rivalry, focusing on multilateral diplomacy rather than taking a side.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020200803eg830000g,P168,Morowali Industrial Park,2020-08-05,Tempo,Supportive,F1,Presents thematic industrial parks like Morowali as tools to attract relocated investment from China and boost regional competitiveness and logistics.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020200806eg850008d,P025,Cisumdawu toll road,2020-08-18,Tempo,Neutral,F1,"Explains that the China financed Cisumdawu toll road is a national strategic project meant to support three industrial centers and reduce logistics costs, with only brief mention of delays and land issues.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020200820eg8i00031,P006,BRI energy infrastructure (general),2020-08-23,The Jakarta Post,Neutral,F4,"Calls for high quality, sustainable energy infrastructure and notes concerns that some BRI megaprojects create debt and environmental risks, urging better standards for all investors.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020200823eg8n0000j,P167,Morowali EV battery plant,2020-08-24,The Jakarta Post,Supportive,F1,Highlights Indonesia's nickel reserves and a Chinese backed battery plant in Morowali as key to building an EV battery industry despite high capital requirements and technology challenges.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020200824eg8o00002,P029,General,2020-08-26,The Jakarta Post,Supportive,F5,Chinese ambassador's article promotes Xi Jinping Thought on Diplomacy and emphasizes China ASEAN cooperation and mutual benefit in foreign policy.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020200826eg8q0000j,P029,General,2020-08-27,The Jakarta Post,Opposed,F5,Condemns China's repression of Uyghur Muslims and criticizes Muslim majority states' silence due to their economic ties with China and participation in the BRI.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020200827eg8r0000c,P029,General,2020-09-07,The Jakarta Post,Supportive,F5,"Chinese ambassador depicts China ASEAN pandemic cooperation, vaccine support, and economic recovery measures as deepening a mutually beneficial strategic partnership.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020200907eg9700007,P105,Indonesia Eximbank China Eximbank/ICBC loans,2020-09-29,Tempo,Neutral,F1,Factually reports Indonesia Eximbank's loan facilities from China Eximbank and ICBC to finance exporters and projects linked to Indonesia China trade without evaluative language.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020201005ega60003i,P029,General,2020-10-07,Tempo,Opposed,F2,"Argues that the Job Creation Law mainly serves Chinese investors and domestic oligarchs, turning Indonesia into an exploitation ground and undermining workers and national resilience.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020201007ega60005q,P029,General,2020-10-23,The Jakarta Post,Neutral,F5,"Argues that the ASEAN Outlook on the Indo Pacific is even more relevant amid COVID 19 and intensified US China rivalry, as it allows ASEAN to engage all major powers through inclusive rules.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020201023egan0000r,P029,General,2020-10-27,The Jakarta Post,Neutral,F5,"Describes US and allied efforts to court Indonesia against China and highlights Jakarta's refusal to join a hard alignment, urging an active but non aligned foreign policy anchored in ASEAN.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020201027egar0000e,P029,General,2020-11-11,The Jakarta Post,Supportive,F5,"Chinese ambassador praises China ASEAN ties for pandemic cooperation, economic recovery, and people to people links, portraying the relationship as a model partnership.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020201111egbb0000w,P029,General,2020-11-24,The Jakarta Post,Supportive,F5,"Argues that China and Indonesia should work together through BRI, AIIB, RCEP, and ASEAN forums to strengthen multilateralism and shared prosperity in the post pandemic world.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMGEN0020210111eh1a0000j,P029,General,2021-01-10,Tempo,Supportive,F1,"Describes Indonesia’s EV battery and nickel strategy (IBH, PLN, LG, CATL, Tesla) as a major opportunity to create a new industrial ecosystem and absorb PLN’s surplus power.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMGEN0020210111eh1a0000h,P029,General,2021-01-13,The Jakarta Post,Neutral,F5,"Reports Wang Yi’s visit highlighting vaccine, trade and investment cooperation while also noting tensions over illegal fishing, seafarer abuse and South China Sea law.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020210113eh1d00004,P029,General,2021-01-14,The Jakarta Post,Supportive,F5,"Chinese ambassador reviews 30 years of China–ASEAN ties and calls for deeper strategic partnership through RCEP, BRI rail projects and digital cooperation.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020210114eh1e00007,P029,General,2021-01-18,The Jakarta Post,Opposed,F2,Details Bakamla’s interception of a Chinese research vessel with AIS switched off and links it to repeated Chinese incursions near Natuna that challenge Indonesia’s maritime rights.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020210117eh1i0000b,P029,General,2021-01-20,The Jakarta Post,Supportive,F5,"Chinese ambassador’s op-ed celebrates Wang Yi’s Jakarta visit and frames China–Indonesia ties as a model of pandemic, economic and multilateral cooperation.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020210120eh1k00005,P029,General,2021-01-25,The Jakarta Post,Supportive,F5,"Commentary urges China to act as a responsible global leader, praising its role in BRI, RCEP and AIIB as infrastructure and integration drivers after COVID-19.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020210125eh1p0000a,P111,Jakarta-Bandung HSR,2021-02-01,Tempo,Opposed,F2,Explains that KAI’s already heavy debt is further burdened by big-ticket investments like the Jakarta–Bandung high-speed rail financed by large loans.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020210201eh210002u,P029,General,2021-02-21,Tempo,Neutral,F5,Interview with Trade Minister Lutfi stresses Indonesia will deepen trade with both the US and China and notes Indonesia as a key BRI partner without clear praise or criticism.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMGEN0020210222eh2l0000i,P029,General,2021-02-25,The Jakarta Post,Supportive,F5,"Chinese ambassador defends China’s democracy, human rights, Taiwan and COVID-19 record and urges readers not to be misled by “anti-China forces.”",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020210225eh2p00004,P216,Weda Bay Industrial Park,2021-03-18,Tempo,Supportive,F1,"Describes making large parks such as Weda Bay and Obi “national vital objects” to secure high-risk smelter investments, jobs and investor confidence as a positive policy.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020210319eh3i00038,P111,Jakarta-Bandung HSR,2021-03-21,Tempo,Opposed,F4,"Reports KCIC’s board reshuffle as a response to serious cost overruns, floods and other problems, highlighting management and implementation weaknesses.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020210326eh3l0003h,P111,Jakarta-Bandung HSR,2021-03-21,Tempo,Neutral,F4,"Provides a short timeline of the Jakarta–Bandung HSR from tendering to China’s selection and subsequent problems, without taking a clear evaluative stance.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020210326eh3l0003j,P111,Jakarta-Bandung HSR,2021-03-23,Tempo,Opposed,F4,"Explains that poor feasibility studies, land and relocation issues, and environmental impacts have caused major cost overruns and drawn Walhi’s criticism of weak AMDAL implementation.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020210323eh3n00003,P111,Jakarta-Bandung HSR,2021-03-23,Tempo,Opposed,F2,"Emphasizes that KCIC’s cost overrun cannot be covered by CDB loans and must be borne via equity, increasing financial strain on Indonesian SOEs and prompting ownership restructuring.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020210323eh3n00004,P111,Jakarta-Bandung HSR,2021-03-23,Tempo,Opposed,F2,"Infographic-style piece noting that as the project nears its operation deadline, it faces growing cost overruns and delays that complicate completion.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020210324eh3n00005,P111,Jakarta-Bandung HSR,2021-03-24,Tempo,Opposed,F2,"Analyses options to handle the cost overrun, warning that larger Chinese equity or more CDB loans would deepen debt and reduce the strategic autonomy of Indonesian shareholders.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020210324eh3o00002,P111,Jakarta-Bandung HSR,2021-03-24,Tempo,Opposed,F2,Details how rushed planning and CDB loan conditions tying disbursement to land acquisition have created delays and heavy financial burdens despite land being almost fully acquired.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020210324eh3o00003,P111,Jakarta-Bandung HSR,2021-03-24,Tempo,Opposed,F2,Editorial argues the Jakarta–Bandung HSR is a non-urgent prestige project financed largely by Chinese debt that risks Indonesia’s public finances and leaves the government in a “no-win” dilemma.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020210325eh3o0002w,P111,Jakarta-Bandung HSR,2021-03-25,Tempo,Neutral,F1,"Brief feature describes KCIC’s plans for integrated, exclusive residential and commercial areas around the four high-speed rail stations as part of broader economic development.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020210325eh3q0000e,P145,Mandalika tourism project,2021-04-07,Tempo,Supportive,F4,"Quotes AIIB executives denying UN and National Commission on Human Rights allegations of land grabs and intimidation at Mandalika, framing the controversy around due diligence and social safeguards rather than cancelling the project.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020210407eh47000p4,P116,Jakarta–Bandung HSR,2021-04-13,Tempo,Neutral,F1,"Reports KCIC’s plan to add a Padalarang stop and integrate feeder trains to boost ridership while noting delays and cost overruns, treating the project mainly as transport infrastructure for economic connectivity.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020210416eh4d0003g,P116,Jakarta–Bandung HSR,2021-04-19,Tempo,Opposed,F2,"Details large cost overruns, cash shortfalls and possible fare hikes while warning that added Chinese loans or equity could increase Indonesia’s financial burden and reduce its control over the project.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020210423eh4j0004l,P124,Jakarta–Lebak toll road,2021-05-09,Tempo,Supportive,F1,Presents the partly China-financed Jakarta–Lebak toll road as a catalyst for a new growth zone in Lebak that will improve local welfare and spur aquaculture business.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020210509eh590005n,P029,General,2021-05-18,The Jakarta Post,Neutral,F1,"Analytical op-ed compares Indonesian SOE reforms to China’s gai zhi model, highlighting how both use SOEs to drive infrastructure-led growth without clearly praising or condemning Chinese influence.",final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020210517eh5i00032,P116,Jakarta–Bandung HSR,2021-06-03,Tempo,Supportive,F1,Short feature relays KCIC’s claim that construction is 74 percent complete and expresses optimism that the long-awaited high-speed service will start next year.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020210604eh6300034,P116,Jakarta–Bandung HSR,2021-06-03,Tempo,Neutral,F2,Explains KCIC’s efforts to cut operating and maintenance costs and discusses options like changing Indonesian shareholding to manage cost overruns and debt exposure to Chinese partners.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020210604eh6300032,P115,Jakarta–Bandung / Jakarta–Surabaya HSR,2021-06-04,Tempo,Supportive,F1,Describes KCIC’s readiness to extend the Jakarta–Bandung line to Surabaya at the government’s request and stresses the travel-time savings from high-speed rail.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMPOE0020210604eh640002u,P029,General,2021-06-06,Tempo,Neutral,F5,Investigates Prabowo’s large arms-procurement plan and briefly compares its budget to the Chinese-financed Jakarta–Bandung HSR loan without evaluating the railway or China’s role.,final_thesis_labels,unspecified_llm_assisted_workflow
TEMGEN0020210607eh660000g,P116,Jakarta–Bandung HSR,2021-06-13,Tempo,Opposed,F2,"Critically discusses changing SOE share holdings, cost overruns and the risk that Indonesia’s ownership in KCIC could fall below 60 percent, raising concerns about financial burdens and project autonomy.",final_thesis_labels,unspecified_llm_assisted_workflow
TEMPID0020210618eh6d00043,P116,Jakarta–Bandung HSR,2021-06-17,The Jakarta Post,Supportive,F1,People’s Daily op-ed hails construction milestones on the Jakarta–Bandung HSR and cites wider BRI trade and investment figures to portray Chinese-Indonesian cooperation as driving growth.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020210617eh6h0000e,P029,General,2021-06-17,The Jakarta Post,Supportive,F1,Showcases Chinese SOEs’ smart-manufacturing achievements and lists BRI projects including the Jakarta–Bandung HSR as examples of technology-rich infrastructure benefiting partner countries.,final_thesis_labels,unspecified_llm_assisted_workflow
JKPOST0020210617eh6h0000b,P116,Jakarta–Bandung HSR,2021-06-28,The Jakarta Post,Supportive,F2,"Commentary acknowledges delays and a 23 percent cost overrun but rejects “debt-trap” claims, arguing the joint-venture financing remains manageable if China increases its share to keep the project on track.",final_thesis_labels,unspecified_llm_assisted_workflow
